"repo_path","original_path","original_filename","repo_filename","file_type","description","related_manuscript_section","related_figure_or_table","public_release_status","copied_status","notes"
"processed_data/mygo_recommendation_records_39.csv","D:\Claude code\nature_comm_figures\outputs\source_data\fig5a_formulation_ratio_glc_reference_line_source.csv","fig5a_formulation_ratio_glc_reference_line_source.csv","mygo_recommendation_records_39.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_39.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_4.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5_optimized_formulation_validation.pdf","fig5_optimized_formulation_validation.pdf","mygo_recommendation_records_4.csv","pdf_document","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_4.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_40.csv","D:\Claude code\nature_comm_figures\outputs\source_data\fig5a_formulation_ratio_glc_source.csv","fig5a_formulation_ratio_glc_source.csv","mygo_recommendation_records_40.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_40.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_41.csv","D:\Claude code\nature_comm_figures\outputs\source_data\fig5a_formulation_ratio_reference_line_source.csv","fig5a_formulation_ratio_reference_line_source.csv","mygo_recommendation_records_41.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_41.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_42.csv","D:\Claude code\nature_comm_figures\outputs\source_data\fig5a_formulation_ratio_revised_source.csv","fig5a_formulation_ratio_revised_source.csv","mygo_recommendation_records_42.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_42.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_43.csv","D:\Claude code\nature_comm_figures\outputs\source_data\fig5a_formulation_ratios_source.csv","fig5a_formulation_ratios_source.csv","mygo_recommendation_records_43.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_43.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_44.csv","D:\Claude code\nature_comm_figures\outputs\stats\fig5_optimized_formulation_validation_stats.csv","fig5_optimized_formulation_validation_stats.csv","mygo_recommendation_records_44.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_44.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_45.csv","D:\Claude code\nature_comm_figures\outputs\stats\fig5a_formulation_ratio_glc_reference_line_stats.csv","fig5a_formulation_ratio_glc_reference_line_stats.csv","mygo_recommendation_records_45.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_45.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_46.csv","D:\Claude code\nature_comm_figures\outputs\stats\fig5a_formulation_ratio_glc_stats.csv","fig5a_formulation_ratio_glc_stats.csv","mygo_recommendation_records_46.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_46.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_47.csv","D:\Claude code\nature_comm_figures\outputs\stats\fig5a_formulation_ratio_reference_line_stats.csv","fig5a_formulation_ratio_reference_line_stats.csv","mygo_recommendation_records_47.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_47.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_48.csv","D:\Claude code\nature_comm_figures\outputs\stats\fig5a_formulation_ratio_revised_stats.csv","fig5a_formulation_ratio_revised_stats.csv","mygo_recommendation_records_48.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_48.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_49.csv","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\5a\fig5a_formulation_ratio_glc_reference_line.png","fig5a_formulation_ratio_glc_reference_line.png","mygo_recommendation_records_49.csv","image","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_49.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_5.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5_optimized_formulation_validation.png","fig5_optimized_formulation_validation.png","mygo_recommendation_records_5.csv","image","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_5.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_50.csv","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\5a\fig5a_formulation_ratio_glc_reference_line.svg","fig5a_formulation_ratio_glc_reference_line.svg","mygo_recommendation_records_50.csv","image","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_50.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
